25 20
    #############
#...........#    ########
#.a...######............#
###############.........#
#....k......######......#
#.....a.....#    #......#
#........b..#    #......#
#...........#    #......#
#####..######    ###..###
    #..#           #..#
    #..#           #..#
    #..#          ##..##
  ###..####      #......#
  #..@....#      #......#
  #.......#      #...k..#
  #....k..#      #......#
  #.......#      #......#
  #.......#      #......#
  #.......#      #......#
  #########       ######
